bc_label,model_output,row_num,dist,abs_dist
7,5,row21060,2,2
6,8,row05854,-2,2
7,5,row13027,2,2
6,4,row19506,2,2
8,6,row14381,2,2
7,5,row06712,2,2
8,10,row13905,-2,2
7,9,row21307,-2,2
7,9,row21331,-2,2
4,2,row23636,2,2
6,4,row15749,2,2
8,10,row13865,-2,2
6,8,row04972,-2,2
7,5,row21603,2,2
6,4,row15522,2,2
8,10,row16685,-2,2
4,2,row02722,2,2
6,8,row16153,-2,2
4,2,row02656,2,2
7,5,row22434,2,2
9,11,row07876,-2,2
6,4,row15743,2,2
11,9,row10966,2,2
9,11,row18235,-2,2
3,1,row02259,2,2
8,6,row07589,2,2
8,10,row13930,-2,2
10,8,row09325,2,2
6,4,row16338,2,2
9,11,row07785,-2,2
7,5,row23096,2,2
6,4,row20181,2,2
11,9,row10438,2,2
8,6,row14607,2,2
7,5,row12693,2,2
6,8,row19504,-2,2
9,11,row17975,-2,2
8,10,row15128,-2,2
6,4,row16381,2,2
6,4,row16229,2,2
7,9,row22967,-2,2
4,2,row23705,2,2
7,5,row12610,2,2
6,4,row16380,2,2
6,4,row20032,2,2
11,9,row10190,2,2
6,4,row19585,2,2
7,5,row06528,2,2
6,4,row15805,2,2
6,4,row16260,2,2
6,4,row15830,2,2
8,6,row07707,2,2
6,4,row15608,2,2
8,10,row07387,-2,2
6,4,row15523,2,2
9,7,row18455,2,2
8,6,row17143,2,2
8,10,row16665,-2,2
5,3,row03617,2,2
6,4,row04485,2,2
6,4,row16135,2,2
8,6,row14522,2,2
6,4,row05162,2,2
6,8,row19459,-2,2
6,8,row19878,-2,2
6,4,row06023,2,2
6,4,row05999,2,2
7,9,row21124,-2,2
6,4,row19507,2,2
7,5,row06341,2,2
7,5,row21975,2,2
6,4,row16374,2,2
8,10,row07027,-2,2
6,8,row16475,-2,2
6,4,row18941,2,2
6,4,row15770,2,2
8,10,row06962,-2,2
11,9,row10047,2,2
9,7,row08210,2,2
7,5,row23011,2,2
5,7,row04469,-2,2
3,1,row02166,2,2
8,10,row15066,-2,2
4,2,row02658,2,2
5,3,row04402,2,2
8,10,row13866,-2,2
9,11,row08251,-2,2
11,9,row09805,2,2
8,10,row13924,-2,2
9,7,row08104,2,2
5,7,row13162,-2,2
8,6,row07529,2,2
7,9,row21441,-2,2
4,2,row02670,2,2
4,2,row23583,2,2
6,4,row16087,2,2
9,11,row08229,-2,2
6,4,row16335,2,2
8,6,row07547,2,2
8,6,row15010,2,2
6,4,row20326,2,2
6,4,row19494,2,2
11,9,row10983,2,2
2,4,row01556,-2,2
6,4,row15768,2,2
6,4,row04956,2,2
5,7,row04050,-2,2
6,4,row15712,2,2
7,5,row06331,2,2
6,4,row19559,2,2
8,6,row14512,2,2
6,4,row15759,2,2
8,6,row14431,2,2
8,6,row16823,2,2
7,9,row22778,-2,2
7,5,row22980,2,2
8,6,row16980,2,2
4,2,row23643,2,2
6,4,row15512,2,2
7,5,row12593,2,2
7,9,row21164,-2,2
6,8,row15550,-2,2
9,11,row18103,-2,2
8,10,row07225,-2,2
6,4,row20232,2,2
6,8,row16424,-2,2
8,6,row07527,2,2
4,2,row02870,2,2
6,8,row05833,-2,2
7,5,row21652,2,2
8,10,row15108,-2,2
8,6,row17374,2,2
8,6,row17230,2,2
7,5,row12790,2,2
1,3,row00841,-2,2
8,6,row17285,2,2
6,8,row16066,-2,2
10,12,row08913,-2,2
8,6,row14469,2,2
5,7,row03601,-2,2
8,6,row14521,2,2
10,8,row09352,2,2
5,3,row03713,2,2
11,9,row10939,2,2
6,4,row05972,2,2
7,5,row12681,2,2
8,6,row14602,2,2
6,4,row05959,2,2
5,3,row03498,2,2
9,11,row08410,-2,2
4,2,row02744,2,2
9,7,row08417,2,2
8,10,row17132,-2,2
6,8,row19853,-2,2
11,9,row09761,2,2
2,4,row01170,-2,2
6,4,row15621,2,2
4,2,row02793,2,2
10,12,row08780,-2,2
8,6,row07305,2,2
9,7,row08269,2,2
9,11,row07893,-2,2
9,7,row07835,2,2
4,2,row03343,2,2
3,1,row01923,2,2
8,6,row15024,2,2
6,4,row05453,2,2
6,4,row15916,2,2
8,6,row14389,2,2
9,11,row08123,-2,2
6,4,row16343,2,2
11,9,row10857,2,2
11,9,row10368,2,2
7,5,row12646,2,2
6,4,row05637,2,2
4,2,row02815,2,2
9,11,row18152,-2,2
9,7,row08266,2,2
11,9,row09664,2,2
9,11,row17920,-2,2
7,9,row21568,-2,2
4,6,row23407,-2,2
9,11,row17830,-2,2
4,2,row03274,2,2
5,3,row03773,2,2
6,4,row20271,2,2
6,4,row05430,2,2
3,1,row02309,2,2
8,10,row14223,-2,2
8,10,row16654,-2,2
7,5,row12643,2,2
8,10,row15106,-2,2
7,5,row12675,2,2
9,11,row08311,-2,2
12,10,row12331,2,2
8,10,row13886,-2,2
4,2,row23303,2,2
12,10,row12192,2,2
6,4,row15780,2,2
6,8,row19685,-2,2
4,2,row02802,2,2
6,8,row19890,-2,2
10,12,row08708,-2,2
6,4,row15626,2,2
6,4,row20276,2,2
6,4,row05482,2,2
3,1,row02181,2,2
7,5,row23162,2,2
4,2,row02829,2,2
6,8,row19763,-2,2
8,6,row16970,2,2
6,4,row04981,2,2
8,10,row13906,-2,2
6,8,row16461,-2,2
7,5,row21811,2,2
12,10,row12126,2,2
4,2,row23716,2,2
11,9,row10960,2,2
8,10,row14813,-2,2
4,6,row02601,-2,2
7,9,row21934,-2,2
6,4,row18981,2,2
6,4,row20555,2,2
8,10,row13976,-2,2
10,12,row08825,-2,2
6,4,row05114,2,2
7,5,row20996,2,2
6,8,row05075,-2,2
2,4,row01704,-2,2
7,5,row23127,2,2
6,4,row18989,2,2
3,1,row02208,2,2
8,10,row14771,-2,2
6,4,row15526,2,2
6,8,row19844,-2,2
8,10,row14764,-2,2
7,9,row21038,-2,2
6,4,row15818,2,2
6,4,row05424,2,2
6,4,row15733,2,2
6,4,row15954,2,2
4,2,row02688,2,2
8,6,row07442,2,2
7,5,row23050,2,2
6,4,row05014,2,2
9,7,row08497,2,2
7,9,row21437,-2,2
7,5,row13013,2,2
6,4,row05687,2,2
6,8,row15545,-2,2
3,1,row02213,2,2
7,9,row21513,-2,2
8,6,row14493,2,2
3,1,row02151,2,2
8,6,row07636,2,2
4,2,row23697,2,2
9,7,row08469,2,2
6,8,row05275,-2,2
7,5,row21692,2,2
8,6,row17191,2,2
6,4,row19030,2,2
4,6,row23206,-2,2
8,6,row17419,2,2
8,10,row14929,-2,2
9,7,row18090,2,2
9,7,row18089,2,2
6,4,row20522,2,2
7,5,row22147,2,2
6,4,row20238,2,2
6,4,row15722,2,2
9,11,row18424,-2,2
8,6,row17380,2,2
6,4,row15894,2,2
6,4,row05436,2,2
10,8,row09068,2,2
6,8,row20145,-2,2
6,8,row15296,-2,2
12,10,row11618,2,2
8,10,row14058,-2,2
6,8,row04958,-2,2
8,10,row14837,-2,2
5,7,row13743,-2,2
6,4,row04774,2,2
6,8,row19099,-2,2
5,3,row04255,2,2
7,5,row23112,2,2
7,9,row21596,-2,2
7,9,row22948,-2,2
8,10,row13902,-2,2
6,4,row15708,2,2
8,6,row17512,2,2
7,9,row21457,-2,2
6,8,row05397,-2,2
8,10,row17075,-2,2
4,2,row03208,2,2
6,4,row06067,2,2
5,3,row04091,2,2
10,12,row08670,-2,2
4,2,row02671,2,2
9,11,row08132,-2,2
7,5,row06207,2,2
6,4,row18905,2,2
8,6,row14452,2,2
6,4,row18976,2,2
2,4,row00940,-2,2
8,6,row16950,2,2
6,4,row15893,2,2
5,3,row04127,2,2
6,4,row15798,2,2
8,10,row14643,-2,2
9,7,row18101,2,2
6,4,row05512,2,2
8,10,row16996,-2,2
3,1,row02155,2,2
10,8,row08901,2,2
7,9,row21224,-2,2
7,5,row20897,2,2
11,9,row10967,2,2
6,4,row05028,2,2
8,10,row06986,-2,2
8,6,row07119,2,2
8,6,row17451,2,2
7,5,row21115,2,2
10,8,row09345,2,2
5,7,row03513,-2,2
10,8,row08933,2,2
7,5,row06850,2,2
7,9,row21070,-2,2
7,5,row06479,2,2
7,5,row06461,2,2
6,8,row15457,-2,2
4,2,row03288,2,2
4,2,row23693,2,2
9,11,row08512,-2,2
9,11,row07746,-2,2
6,4,row18960,2,2
9,11,row08527,-2,2
2,4,row00944,-2,2
7,9,row22314,-2,2
4,2,row03385,2,2
5,3,row04110,2,2
5,3,row04256,2,2
9,11,row08280,-2,2
6,8,row05522,-2,2
6,4,row15765,2,2
5,7,row13305,-2,2
11,9,row09973,2,2
6,4,row15840,2,2
6,4,row06008,2,2
6,4,row05520,2,2
6,8,row19417,-2,2
7,9,row21193,-2,2
5,3,row04078,2,2
6,8,row05800,-2,2
11,9,row10504,2,2
10,8,row09537,2,2
6,4,row05517,2,2
9,11,row18306,-2,2
4,2,row23696,2,2
6,8,row05796,-2,2
7,5,row06136,2,2
6,4,row19227,2,2
4,2,row03300,2,2
5,3,row13542,2,2
7,5,row06219,2,2
6,4,row20263,2,2
6,8,row15925,-2,2
6,8,row05433,-2,2
7,5,row23156,2,2
8,6,row17494,2,2
5,7,row03500,-2,2
9,11,row18238,-2,2
7,9,row21249,-2,2
9,7,row18460,2,2
7,5,row23015,2,2
7,5,row21036,2,2
8,10,row07268,-2,2
4,2,row02877,2,2
8,10,row07006,-2,2
4,2,row03025,2,2
5,3,row13501,2,2
6,4,row16238,2,2
6,8,row05776,-2,2
8,6,row14525,2,2
6,8,row18712,-2,2
9,11,row07972,-2,2
8,10,row16657,-2,2
9,7,row08523,2,2
7,5,row12547,2,2
7,5,row06834,2,2
8,10,row13912,-2,2
7,9,row06648,-2,2
7,5,row06152,2,2
5,7,row04147,-2,2
7,5,row12931,2,2
5,3,row04303,2,2
8,6,row17466,2,2
8,6,row07645,2,2
4,6,row23541,-2,2
4,2,row02646,2,2
6,4,row06045,2,2
4,2,row03277,2,2
5,3,row04248,2,2
7,5,row06114,2,2
7,5,row22425,2,2
8,10,row14592,-2,2
6,4,row15788,2,2
6,4,row20279,2,2
8,10,row07334,-2,2
3,5,row02336,-2,2
7,5,row06270,2,2
9,7,row18398,2,2
11,9,row09722,2,2
6,4,row18987,2,2
8,10,row14761,-2,2
1,3,row00666,-2,2
6,4,row04841,2,2
7,5,row12704,2,2
6,8,row15507,-2,2
9,7,row08483,2,2
6,4,row15732,2,2
6,8,row05204,-2,2
8,6,row14364,2,2
6,4,row05261,2,2
9,7,row08451,2,2
6,8,row05763,-2,2
6,8,row04933,-2,2
5,3,row04321,2,2
6,4,row05010,2,2
5,7,row13450,-2,2
11,9,row09723,2,2
8,6,row07682,2,2
4,2,row02673,2,2
7,9,row21937,-2,2
6,4,row15811,2,2
9,7,row08525,2,2
6,8,row15693,-2,2
6,4,row05101,2,2
9,11,row18350,-2,2
6,4,row16103,2,2
8,10,row16660,-2,2
7,9,row21567,-2,2
4,2,row03338,2,2
8,10,row17162,-2,2
6,8,row15576,-2,2
7,5,row12908,2,2
6,4,row05518,2,2
9,11,row18377,-2,2
6,4,row15790,2,2
7,5,row06345,2,2
4,2,row02690,2,2
6,8,row18780,-2,2
7,5,row06715,2,2
8,10,row14104,-2,2
9,7,row18473,2,2
6,4,row20123,2,2
9,11,row18622,-2,2
6,4,row06034,2,2
7,5,row23094,2,2
6,4,row05416,2,2
3,1,row02199,2,2
4,2,row02775,2,2
6,4,row05985,2,2
9,11,row18191,-2,2
12,10,row12002,2,2
8,6,row17680,2,2
9,7,row08449,2,2
8,10,row17120,-2,2
7,5,row06465,2,2
6,8,row04969,-2,2
7,5,row06752,2,2
6,4,row20216,2,2
4,2,row02730,2,2
7,5,row23114,2,2
4,2,row03381,2,2
6,4,row18961,2,2
7,9,row21328,-2,2
9,11,row18142,-2,2
8,6,row17579,2,2
5,3,row03894,2,2
6,4,row19509,2,2
8,6,row16917,2,2
6,4,row05444,2,2
6,8,row05784,-2,2
4,2,row02666,2,2
7,5,row06450,2,2
9,11,row17911,-2,2
9,11,row17818,-2,2
7,9,row22833,-2,2
9,7,row08450,2,2
3,1,row02165,2,2
6,4,row19986,2,2
9,7,row08466,2,2
4,2,row03348,2,2
6,4,row05492,2,2
12,10,row11669,2,2
6,4,row19053,2,2
4,6,row23192,-2,2
11,9,row10768,2,2
2,4,row01785,-2,2
8,10,row14120,-2,2
6,4,row20060,2,2
6,8,row19712,-2,2
9,11,row08176,-2,2
4,2,row03359,2,2
9,7,row08330,2,2
8,10,row15185,-2,2
6,8,row05068,-2,2
6,4,row16035,2,2
4,2,row03276,2,2
8,6,row16811,2,2
6,4,row19546,2,2
8,6,row17754,2,2
8,10,row17030,-2,2
8,6,row14473,2,2
9,11,row18347,-2,2
9,11,row07762,-2,2
9,7,row08127,2,2
9,7,row07737,2,2
11,9,row10610,2,2
8,6,row17550,2,2
6,8,row15482,-2,2
10,12,row08814,-2,2
8,6,row17517,2,2
11,9,row09894,2,2
7,5,row23139,2,2
6,4,row15520,2,2
9,11,row18422,-2,2
8,6,row17038,2,2
4,6,row23539,-2,2
7,5,row23070,2,2
6,8,row19850,-2,2
6,4,row15513,2,2
6,8,row05783,-2,2
6,4,row16410,2,2
9,11,row18275,-2,2
6,8,row19662,-2,2
11,9,row09863,2,2
8,6,row14390,2,2
6,8,row05170,-2,2
6,8,row18654,-2,2
9,11,row07839,-2,2
6,4,row15832,2,2
6,8,row04566,-2,2
8,10,row17661,-2,2
8,10,row16769,-2,2
3,1,row02253,2,2
6,4,row05754,2,2
6,4,row05963,2,2
7,5,row23073,2,2
1,3,row00517,-2,2
4,2,row02751,2,2
8,6,row14972,2,2
5,3,row04279,2,2
9,7,row18409,2,2
8,10,row16960,-2,2
9,11,row08118,-2,2
9,7,row08460,2,2
10,8,row09355,2,2
9,11,row07813,-2,2
6,4,row20008,2,2
6,4,row16345,2,2
8,6,row17489,2,2
9,11,row07781,-2,2
5,7,row04391,-2,2
7,5,row06741,2,2
8,10,row16677,-2,2
11,9,row10076,2,2
6,4,row19483,2,2
6,4,row15918,2,2
8,10,row14651,-2,2
12,10,row11901,2,2
4,2,row03378,2,2
9,11,row07863,-2,2
6,4,row19964,2,2
6,8,row19322,-2,2
6,4,row16115,2,2
6,4,row20182,2,2
4,2,row02787,2,2
5,3,row03703,2,2
9,11,row08160,-2,2
6,8,row19702,-2,2
8,6,row14190,2,2
6,4,row05665,2,2
6,8,row18744,-2,2
8,6,row14901,2,2
6,4,row15593,2,2
4,6,row23579,-2,2
7,5,row12720,2,2
6,4,row15597,2,2
11,9,row10397,2,2
7,5,row12697,2,2
10,12,row09457,-2,2
2,4,row01682,-2,2
6,4,row15726,2,2
6,4,row06014,2,2
8,10,row13802,-2,2
8,10,row14126,-2,2
7,5,row06278,2,2
7,9,row21616,-2,2
6,4,row15594,2,2
5,7,row13220,-2,2
6,8,row04905,-2,2
6,4,row05098,2,2
7,5,row21034,2,2
3,1,row02219,2,2
8,6,row14944,2,2
9,11,row18219,-2,2
6,4,row05109,2,2
6,8,row20567,-2,2
6,4,row19594,2,2
6,4,row16360,2,2
6,4,row20203,2,2
7,9,row21565,-2,2
8,6,row17312,2,2
6,8,row16285,-2,2
8,6,row07129,2,2
6,8,row15272,-2,2
4,2,row03291,2,2
2,0,row01133,2,2
6,8,row15654,-2,2
8,10,row17023,-2,2
10,12,row08759,-2,2
9,11,row07873,-2,2
7,5,row06311,2,2
6,8,row19845,-2,2
7,5,row06455,2,2
9,11,row08383,-2,2
7,5,row21837,2,2
6,4,row18977,2,2
8,6,row14969,2,2
5,3,row13514,2,2
6,4,row05712,2,2
11,9,row10977,2,2
6,8,row19339,-2,2
7,5,row06246,2,2
3,1,row02153,2,2
9,7,row08457,2,2
3,1,row02196,2,2
9,11,row18221,-2,2
6,4,row15822,2,2
6,4,row18942,2,2
6,4,row16340,2,2
7,5,row12654,2,2
4,2,row02727,2,2
9,11,row18075,-2,2
6,8,row15563,-2,2
8,10,row07317,-2,2
6,4,row15778,2,2
8,6,row07450,2,2
6,4,row16366,2,2
7,5,row12577,2,2
6,8,row15638,-2,2
6,4,row15611,2,2
7,5,row06754,2,2
6,4,row20274,2,2
12,10,row11627,2,2
4,6,row02496,-2,2
6,4,row05480,2,2
7,9,row21382,-2,2
6,4,row05514,2,2
8,6,row17298,2,2
9,11,row18093,-2,2
7,5,row13005,2,2
8,6,row14708,2,2
7,9,row21356,-2,2
5,3,row03738,2,2
5,7,row13175,-2,2
8,6,row14743,2,2
6,8,row19714,-2,2
6,4,row05545,2,2
4,6,row02503,-2,2
9,11,row18607,-2,2
6,4,row16334,2,2
8,6,row07675,2,2
10,8,row09091,2,2
8,6,row07451,2,2
8,6,row14968,2,2
9,7,row08498,2,2
4,2,row02776,2,2
6,8,row16144,-2,2
4,2,row03372,2,2
7,9,row21386,-2,2
9,11,row18098,-2,2
9,11,row18056,-2,2
6,4,row05067,2,2
7,5,row12647,2,2
4,6,row02632,-2,2
7,5,row06837,2,2
9,7,row17971,2,2
8,6,row17457,2,2
4,2,row23638,2,2
11,9,row10095,2,2
7,5,row12456,2,2
7,5,row12723,2,2
4,2,row02798,2,2
6,8,row05619,-2,2
7,5,row12638,2,2
4,6,row23184,-2,2
3,1,row02409,2,2
6,8,row05029,-2,2
11,9,row10779,2,2
3,1,row02169,2,2
10,12,row08802,-2,2
6,8,row05567,-2,2
9,7,row08452,2,2
4,2,row02662,2,2
7,9,row22595,-2,2
6,4,row15785,2,2
7,9,row06520,-2,2
7,5,row21091,2,2
8,10,row17441,-2,2
7,5,row06405,2,2
4,2,row02825,2,2
6,4,row20190,2,2
7,5,row06382,2,2
8,6,row07136,2,2
4,2,row02904,2,2
6,8,row16132,-2,2
9,11,row18272,-2,2
6,8,row20436,-2,2
5,3,row13503,2,2
12,10,row11916,2,2
5,7,row13389,-2,2
6,4,row15842,2,2
8,10,row13958,-2,2
6,4,row05112,2,2
11,9,row10928,2,2
5,3,row03753,2,2
4,2,row02841,2,2
7,9,row06745,-2,2
6,8,row20056,-2,2
6,4,row05848,2,2
9,11,row18246,-2,2
8,6,row07656,2,2
4,2,row23384,2,2
7,9,row20792,-2,2
6,4,row05721,2,2
10,12,row09009,-2,2
8,6,row07608,2,2
9,11,row18310,-2,2
9,11,row08385,-2,2
4,2,row03332,2,2
4,2,row02796,2,2
12,10,row11961,2,2
7,9,row22486,-2,2
4,2,row23664,2,2
7,5,row06726,2,2
8,6,row07118,2,2
6,4,row05164,2,2
7,5,row23068,2,2
4,2,row02784,2,2
6,4,row05994,2,2
9,7,row08434,2,2
4,2,row03273,2,2
6,4,row15874,2,2
11,9,row09903,2,2
6,4,row06046,2,2
4,2,row03341,2,2
5,7,row03509,-2,2
6,4,row19578,2,2
6,8,row05871,-2,2
9,11,row08041,-2,2
7,5,row06449,2,2
6,4,row19570,2,2
7,9,row21335,-2,2
9,11,row08386,-2,2
8,10,row14139,-2,2
6,4,row20199,2,2
8,6,row16814,2,2
11,9,row10709,2,2
6,4,row15801,2,2
9,7,row18461,2,2
7,5,row23117,2,2
8,10,row13876,-2,2
9,11,row07735,-2,2
4,2,row23661,2,2
9,7,row08524,2,2
6,4,row19901,2,2
10,12,row09016,-2,2
8,6,row07695,2,2
6,8,row04633,-2,2
6,4,row18943,2,2
4,2,row02739,2,2
7,5,row06533,2,2
4,2,row02689,2,2
8,6,row17269,2,2
6,4,row05128,2,2
4,2,row02691,2,2
6,4,row19358,2,2
6,4,row04700,2,2
7,5,row12590,2,2
6,4,row18990,2,2
4,6,row03270,-2,2
8,6,row14299,2,2
10,12,row09493,-2,2
6,4,row04893,2,2
6,4,row18966,2,2
6,4,row20272,2,2
7,5,row21653,2,2
5,7,row13189,-2,2
11,9,row09581,2,2
6,4,row06057,2,2
12,10,row12085,2,2
9,11,row07733,-2,2
8,6,row07606,2,2
5,3,row03734,2,2
8,10,row07120,-2,2
6,4,row19280,2,2
4,2,row02700,2,2
6,4,row05708,2,2
6,4,row19497,2,2
8,6,row17305,2,2
10,8,row09300,2,2
11,9,row10725,2,2
6,8,row19732,-2,2
6,4,row16341,2,2
8,10,row07024,-2,2
8,6,row14436,2,2
5,3,row04103,2,2
8,6,row07389,2,2
6,4,row05040,2,2
8,10,row14590,-2,2
8,6,row16921,2,2
8,6,row07528,2,2
9,11,row18340,-2,2
6,4,row05940,2,2
8,10,row14326,-2,2
9,7,row07821,2,2
7,5,row12656,2,2
6,8,row05280,-2,2
9,11,row18450,-2,2
7,5,row06714,2,2
8,10,row17378,-2,2
7,5,row23111,2,2
6,4,row05012,2,2
8,10,row17125,-2,2
6,8,row15265,-2,2
9,11,row18109,-2,2
5,7,row13156,-2,2
8,10,row07639,-2,2
5,7,row13209,-2,2
8,6,row17787,2,2
9,11,row08506,-2,2
8,6,row14997,2,2
7,5,row06504,2,2
7,5,row06706,2,2
4,2,row03286,2,2
8,6,row07457,2,2
6,8,row05064,-2,2
5,7,row03557,-2,2
4,6,row02540,-2,2
8,10,row14772,-2,2
7,5,row22283,2,2
6,8,row18821,-2,2
6,4,row05443,2,2
9,7,row08526,2,2
6,4,row16603,2,2
4,2,row02765,2,2
7,5,row22302,2,2
4,2,row03331,2,2
6,8,row05024,-2,2
6,4,row15752,2,2
7,5,row21052,2,2
5,3,row04252,2,2
5,3,row13191,2,2
8,6,row14310,2,2
4,2,row02864,2,2
5,3,row04085,2,2
9,7,row07980,2,2
4,2,row03278,2,2
3,1,row02251,2,2
6,8,row05877,-2,2
5,3,row13529,2,2
10,8,row09512,2,2
7,9,row21500,-2,2
6,8,row15650,-2,2
11,9,row09603,2,2
6,4,row15816,2,2
6,4,row19264,2,2
6,4,row16116,2,2
6,8,row19875,-2,2
6,4,row05938,2,2
6,4,row05488,2,2
7,9,row20685,-2,2
4,2,row02933,2,2
6,4,row19272,2,2
9,11,row17878,-2,2
9,7,row18096,2,2
5,3,row13511,2,2
8,6,row16982,2,2
6,4,row15625,2,2
6,4,row06064,2,2
6,4,row19581,2,2
6,4,row05741,2,2
8,6,row07100,2,2
9,11,row17896,-2,2
6,8,row05224,-2,2
11,9,row10608,2,2
6,4,row05861,2,2
5,3,row04043,2,2
7,5,row22269,2,2
7,5,row06560,2,2
9,11,row08491,-2,2
6,4,row18896,2,2
7,5,row06781,2,2
6,8,row15252,-2,2
7,5,row21964,2,2
5,3,row03726,2,2
9,11,row18282,-2,2
6,4,row15782,2,2
8,6,row17171,2,2
6,8,row05181,-2,2
8,6,row16903,2,2
6,8,row18841,-2,2
6,4,row15872,2,2
4,2,row03375,2,2
5,7,row13474,-2,2
9,7,row08477,2,2
4,2,row02805,2,2
7,5,row21609,2,2
4,2,row03026,2,2
6,4,row05543,2,2
4,2,row02698,2,2
6,4,row16367,2,2
6,8,row15210,-2,2
6,8,row19618,-2,2
6,8,row19646,-2,2
6,8,row05569,-2,2
8,6,row17459,2,2
4,2,row02742,2,2
8,6,row07298,2,2
9,11,row18222,-2,2
6,8,row16519,-2,2
6,4,row19567,2,2
6,8,row05930,-2,2
6,4,row18980,2,2
6,4,row15807,2,2
7,5,row12676,2,2
8,6,row14925,2,2
6,4,row05469,2,2
7,5,row06189,2,2
11,9,row09824,2,2
6,4,row05931,2,2
7,9,row22801,-2,2
5,3,row13524,2,2
6,8,row05500,-2,2
7,5,row21795,2,2
6,4,row15763,2,2
7,5,row22957,2,2
3,1,row02236,2,2
1,3,row00806,-2,2
7,9,row22537,-2,2
8,6,row14711,2,2
8,10,row13929,-2,2
8,6,row07358,2,2
9,11,row08612,-2,2
9,7,row08179,2,2
7,5,row22005,2,2
6,4,row15629,2,2
8,6,row14701,2,2
9,11,row08264,-2,2
9,11,row07947,-2,2
8,6,row07647,2,2
8,10,row17586,-2,2
5,7,row04465,-2,2
7,9,row21505,-2,2
9,11,row18003,-2,2
11,9,row10020,2,2
3,1,row02291,2,2
11,9,row10042,2,2
7,5,row23003,2,2
9,11,row18071,-2,2
9,7,row08427,2,2
4,6,row02881,-2,2
5,3,row03914,2,2
2,4,row00955,-2,2
7,5,row06446,2,2
7,5,row06864,2,2
8,6,row17070,2,2
6,4,row16353,2,2
8,6,row17067,2,2
6,4,row06063,2,2
6,4,row05656,2,2
8,10,row16883,-2,2
6,4,row06047,2,2
6,4,row20262,2,2
11,9,row09960,2,2
8,10,row14648,-2,2
5,7,row03998,-2,2
8,10,row16690,-2,2
6,4,row06069,2,2
6,4,row15882,2,2
6,4,row05810,2,2
6,4,row15852,2,2
6,4,row05154,2,2
3,1,row02174,2,2
6,4,row04889,2,2
4,2,row02611,2,2
7,5,row06328,2,2
6,8,row20546,-2,2
6,8,row15642,-2,2
6,8,row19658,-2,2
11,9,row10131,2,2
1,3,row00850,-2,2
8,6,row17721,2,2
8,6,row14486,2,2
4,2,row03302,2,2
7,9,row21542,-2,2
10,12,row09141,-2,2
6,8,row19600,-2,2
6,4,row05335,2,2
11,9,row10735,2,2
8,6,row14439,2,2
7,5,row06292,2,2
10,8,row08909,2,2
8,6,row17455,2,2
11,9,row09858,2,2
11,9,row10407,2,2
8,6,row07646,2,2
8,10,row13926,-2,2
8,10,row15025,-2,2
5,3,row03916,2,2
7,5,row12423,2,2
7,5,row06210,2,2
8,6,row07535,2,2
6,4,row16377,2,2
6,4,row18696,2,2
6,4,row15837,2,2
6,8,row15206,-2,2
8,6,row14324,2,2
4,2,row02654,2,2
7,5,row06833,2,2
10,8,row09050,2,2
8,6,row17061,2,2
4,6,row02519,-2,2
6,4,row18897,2,2
8,10,row07496,-2,2
8,10,row17093,-2,2
4,2,row02812,2,2
5,7,row13129,-2,2
6,8,row05384,-2,2
8,6,row16827,2,2
8,6,row17258,2,2
3,1,row02244,2,2
9,7,row08470,2,2
7,5,row22923,2,2
6,4,row15881,2,2
6,4,row06038,2,2
8,6,row14532,2,2
7,9,row21584,-2,2
6,8,row04895,-2,2
8,10,row17077,-2,2
8,6,row17377,2,2
6,8,row04759,-2,2
8,10,row13856,-2,2
6,4,row19563,2,2
6,4,row15903,2,2
3,1,row02214,2,2
8,6,row07640,2,2
2,4,row00941,-2,2
12,10,row11892,2,2
6,4,row19548,2,2
9,11,row18280,-2,2
5,7,row03965,-2,2
7,5,row22318,2,2
7,5,row06733,2,2
6,4,row05025,2,2
6,8,row19656,-2,2
2,4,row01773,-2,2
9,11,row18204,-2,2
11,9,row10739,2,2
6,8,row15859,-2,2
2,0,row01516,2,2
8,10,row06955,-2,2
4,2,row03322,2,2
6,8,row18751,-2,2
9,7,row18087,2,2
6,4,row15489,2,2
2,0,row01016,2,2
7,5,row06873,2,2
7,5,row23085,2,2
7,5,row06463,2,2
8,10,row13835,-2,2
8,6,row16810,2,2
6,4,row19261,2,2
11,9,row09643,2,2
6,4,row05723,2,2
6,4,row05491,2,2
8,6,row07464,2,2
7,9,row21907,-2,2
4,2,row02506,2,2
6,8,row04533,-2,2
9,11,row08273,-2,2
6,4,row05150,2,2
4,2,row02659,2,2
7,5,row06721,2,2
6,8,row19086,-2,2
6,4,row15887,2,2
6,4,row20524,2,2
6,8,row05764,-2,2
6,8,row05688,-2,2
7,5,row21606,2,2
5,3,row04287,2,2
8,6,row17276,2,2
6,4,row05711,2,2
9,11,row07736,-2,2
10,8,row09388,2,2
7,5,row06134,2,2
7,5,row06316,2,2
6,8,row04918,-2,2
6,8,row15385,-2,2
8,6,row07147,2,2
6,8,row18886,-2,2
9,7,row08067,2,2
8,6,row17762,2,2
9,11,row07748,-2,2
7,5,row21127,2,2
6,4,row15890,2,2
6,4,row15760,2,2
11,9,row09893,2,2
8,6,row17051,2,2
6,4,row19487,2,2
7,5,row06351,2,2
6,8,row05815,-2,2
8,10,row14838,-2,2
4,2,row02657,2,2
8,6,row07128,2,2
7,5,row06561,2,2
6,4,row05477,2,2
4,2,row02789,2,2
8,10,row14472,-2,2
